,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total acidity,sulphates_squared,citric_acid_ratio,sugar_acid_diff,Quality
811,12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,13.4,0.4624000000000001,0.04263565891472868,-10.100000000000001,6
812,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,11.25,0.5041,0.030555555555555555,-8.3,5
813,6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,7.29,0.3364,0.03478260869565217,-4.800000000000001,4
814,12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,13.01,0.5776,0.042857142857142864,-9.8,6
815,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,11.25,0.5041,0.030555555555555555,-8.3,5
816,9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,10.31,0.3364,0.019387755102040816,-6.6000000000000005,6
817,10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,11.09,0.5328999999999999,0.03888888888888888,-9.200000000000001,6
818,7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,7.8149999999999995,0.2025,0.0,-4.75,5
819,9.1,0.66,0.15,3.2,0.0969999999999999,9.0,59.0,0.99976,3.28,0.54,9.6,9.76,0.2916,0.016483516483516484,-5.8999999999999995,5
820,7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,7.6850000000000005,0.36,0.0,-5.1,5
822,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,7.24,0.4096,0.019402985074626865,-4.7,5
823,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,7.24,0.4096,0.019402985074626865,-4.7,5
824,7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,7.58,0.28090000000000004,0.03943661971830986,-4.3,5
825,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,7.56,0.24009999999999998,0.01971830985915493,-4.3,5
826,7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7.77,0.4096,0.04533333333333334,-5.2,7
827,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,7.56,0.24009999999999998,0.01971830985915493,-4.3,5
828,7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,8.37,0.5476,0.011538461538461539,-5.5,8
829,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.510000000000001,0.5929,0.013559322033898305,-3.8000000000000003,6
830,7.5,0.685,0.07,2.5,0.0579999999999999,5.0,9.0,0.99632,3.38,0.55,10.9,8.185,0.30250000000000005,0.009333333333333334,-5.0,4
831,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.510000000000001,0.5929,0.013559322033898305,-3.8000000000000003,6
833,11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,12.07,0.7395999999999999,0.03793103448275862,-10.0,4
834,8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,9.485000000000001,0.22089999999999999,0.029545454545454545,-7.200000000000001,5
835,7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,8.265,0.2601,0.013157894736842106,-6.1,5
838,10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,10.41,0.6889,0.03465346534653465,-8.5,7
839,6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,6.5,0.22089999999999999,0.006666666666666667,-3.8,5
840,11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,11.52,0.5929,0.04234234234234234,-8.45,7
841,6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,7.26,0.39690000000000003,0.0,-3.5999999999999996,5
842,10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,11.1,0.5184,0.04245283018867925,-8.0,6
843,7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,7.785,0.3844,0.04929577464788732,-5.1,5
844,9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,10.15,0.6889,0.046464646464646465,-8.200000000000001,6
845,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,7.04,0.43560000000000004,0.032812499999999994,-4.6000000000000005,5
846,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,7.04,0.43560000000000004,0.032812499999999994,-4.6000000000000005,5
847,7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,8.08,0.48999999999999994,0.02162162162162162,-5.6000000000000005,6
848,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,7.04,0.43560000000000004,0.032812499999999994,-4.6000000000000005,5
849,6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,7.03,0.43560000000000004,0.032812499999999994,-4.800000000000001,5
850,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,9.73,0.30250000000000005,0.047311827956989246,-7.4,5
851,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,9.73,0.30250000000000005,0.047311827956989246,-7.4,5
852,8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,8.42,1.1449,0.04,-5.5,5
853,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,9.66,0.5328999999999999,0.04193548387096774,-7.800000000000001,6
854,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,9.66,0.5328999999999999,0.04193548387096774,-7.800000000000001,6
855,7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,8.334999999999999,0.5041,0.0026315789473684214,-5.1,7
856,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,9.66,0.5328999999999999,0.04193548387096774,-7.800000000000001,6
857,8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,8.459999999999999,0.6084,0.04146341463414635,-5.699999999999999,7
858,11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,11.979999999999999,0.4489000000000001,0.040170940170940174,-10.0,7
859,6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,7.359999999999999,0.6723999999999999,0.03235294117647059,-5.0,6
860,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,7.82,0.2916,0.008333333333333333,-4.5,5
861,5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,6.81,0.36,0.11379310344827587,-3.8,6
862,7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,7.92,0.1936,0.042666666666666665,-4.8,5
863,7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,7.82,0.28090000000000004,0.008333333333333333,-4.7,5
864,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,7.82,0.2916,0.008333333333333333,-4.5,5
865,7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,7.835,0.2916,0.009722222222222222,-4.6,5
866,6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,7.29,0.6889,0.03235294117647059,-4.5,6
867,6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,7.41,0.7055999999999999,0.03333333333333333,-4.9,6
868,6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,7.359999999999999,0.6723999999999999,0.03235294117647059,-5.0,6
869,7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,8.23,0.4096,0.003947368421052632,-5.6,6
870,7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,8.415000000000001,0.32489999999999997,0.0012987012987012987,-5.6,6
871,6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,7.460000000000001,0.32489999999999997,0.004347826086956521,-5.4,5
872,7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,7.6499999999999995,0.2916,0.03287671232876712,-5.3,4
873,9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,9.31,0.3364,0.04065934065934066,-7.5,7
874,10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,10.780000000000001,0.42250000000000004,0.04423076923076923,-8.3,7
875,8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,9.110000000000001,0.6241000000000001,0.045454545454545456,-6.000000000000001,7
876,7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,7.569999999999999,0.3364,0.0,-4.8999999999999995,4
877,7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,8.415000000000001,0.32489999999999997,0.0012987012987012987,-5.6,6
878,8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,9.41,0.25,0.021590909090909088,-4.800000000000001,6
879,7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,7.8,0.30250000000000005,0.005555555555555556,-4.7,5
880,9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,9.76,0.24009999999999998,0.01956521739130435,-7.6,5
881,7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,8.315,0.42250000000000004,0.0,-5.5,6
882,8.4,0.31,0.29,3.1,0.1939999999999999,14.0,26.0,0.99536,3.22,0.78,12.0,8.71,0.6084,0.03452380952380952,-5.300000000000001,6
883,7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,7.8,0.30250000000000005,0.005555555555555556,-4.7,5
884,8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,9.41,0.25,0.021590909090909088,-4.800000000000001,6
885,8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,9.65,0.4096,0.015730337078651686,-6.4,5
886,9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,9.8,0.42250000000000004,0.013333333333333332,-6.6,6
887,10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,11.219999999999999,0.6241000000000001,0.03551401869158879,-8.1,7
888,6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,7.37,0.31360000000000005,0.0,-4.3,6
890,7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,7.54,0.3364,0.03333333333333333,-5.2,5
891,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,7.86,0.32489999999999997,0.004166666666666667,-4.9,5
892,10.1,0.45,0.23,1.9,0.0819999999999999,10.0,18.0,0.99774,3.22,0.65,9.3,10.549999999999999,0.42250000000000004,0.022772277227722775,-8.2,6
893,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,7.86,0.32489999999999997,0.004166666666666667,-4.9,5
894,7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,7.83,0.3364,0.004166666666666667,-5.0,6
895,7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,7.6899999999999995,0.3364,0.0014084507042253522,-4.8,6
896,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,8.610000000000001,0.5929,0.046987951807228916,-5.9,7
897,7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,7.6899999999999995,0.3364,0.0014084507042253522,-4.8,6
898,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,8.610000000000001,0.5929,0.046987951807228916,-5.9,7
900,8.9,0.31,0.36,2.6,0.0559999999999999,10.0,39.0,0.99562,3.4,0.69,11.8,9.21,0.4760999999999999,0.04044943820224719,-6.300000000000001,5
901,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,8.035,0.4760999999999999,0.013513513513513514,-5.0,7
902,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,8.035,0.4760999999999999,0.013513513513513514,-5.0,7
903,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7.39,0.34809999999999997,0.008823529411764706,-0.7999999999999998,7
904,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7.39,0.34809999999999997,0.008823529411764706,-0.7999999999999998,7
905,9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,9.78,0.34809999999999997,0.02173913043478261,-6.199999999999999,5
906,7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,7.74,0.5041,0.0375,-4.6,5
907,6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6.66,0.2916,0.0,-3.8999999999999995,6
908,7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,7.92,0.34809999999999997,0.01756756756756757,-5.0,6
909,7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,7.6049999999999995,0.27040000000000003,0.05342465753424658,-6.1,6
910,9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,9.680000000000001,0.32489999999999997,0.051612903225806445,-5.500000000000001,6
912,10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,10.46,0.3844,0.044,-7.1,6
913,9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,9.795,0.4096,0.04893617021276596,-4.800000000000001,7
914,7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,7.6049999999999995,0.27040000000000003,0.05342465753424658,-6.1,6
915,8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,8.915,0.4489000000000001,0.04651162790697675,-6.3999999999999995,6
916,5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,6.015,0.3721,0.035849056603773584,-3.8,5
918,8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,8.76,0.5184,0.03809523809523809,-6.2,6
919,8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,9.02,0.7921,0.014285714285714285,-6.6000000000000005,6
920,9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,10.01,0.31360000000000005,0.03854166666666667,-7.3,5
921,8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,8.76,0.5184,0.03809523809523809,-6.2,6
922,8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,9.02,0.7921,0.014285714285714285,-6.6000000000000005,6
924,8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,9.07,0.6400000000000001,0.031395348837209305,-6.3,5
927,8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,9.07,0.34809999999999997,0.02261904761904762,-6.2,4
928,8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,9.07,0.6400000000000001,0.031395348837209305,-6.3,5
929,8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,9.03,0.5328999999999999,0.043678160919540236,-5.3999999999999995,7
930,6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,7.21,0.5328999999999999,0.0015151515151515154,-4.699999999999999,5
931,7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,8.01,0.42250000000000004,0.0013513513513513512,-5.4,5
932,7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,8.0,0.34809999999999997,0.038157894736842106,-5.699999999999999,6
933,7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,8.01,0.42250000000000004,0.0013513513513513512,-5.4,5
934,6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,7.21,0.5328999999999999,0.0015151515151515154,-4.699999999999999,5
935,8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,9.100000000000001,0.5184,0.043181818181818175,-6.500000000000001,6
936,8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,9.100000000000001,0.5184,0.043181818181818175,-6.500000000000001,6
937,12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,12.63,0.36,0.041666666666666664,-10.6,4
938,7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7.58,0.5184,0.05277777777777778,-4.4,7
939,6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,6.66,0.2916,0.027419354838709678,-4.6,5
940,9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,9.93,0.5776,0.05416666666666667,-7.3999999999999995,7
941,9.9,0.27,0.49,5.0,0.0819999999999999,9.0,17.0,0.99484,3.19,0.52,12.5,10.17,0.27040000000000003,0.049494949494949494,-4.9,7
942,10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,10.53,0.4096,0.039603960396039604,-7.5,7
943,9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,10.3,0.36,0.03469387755102041,-7.500000000000001,7
944,8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,8.600000000000001,0.4096,0.05903614457831325,-4.500000000000001,7
945,10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,10.639999999999999,0.6241000000000001,0.041176470588235294,-8.2,7
946,10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,10.639999999999999,0.9801,0.056862745098039215,-6.1,7
947,8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,8.58,0.3844,0.057831325301204814,-6.200000000000001,7
948,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,9.02,0.5776,0.05056179775280899,-7.1000000000000005,7
949,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,9.02,0.5776,0.05056179775280899,-7.1000000000000005,7
950,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,9.02,0.5776,0.05056179775280899,-7.1000000000000005,7
951,8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,8.58,0.3844,0.057831325301204814,-6.200000000000001,7
952,8.2,0.31,0.4,2.2,0.0579999999999999,6.0,10.0,0.99536,3.31,0.68,11.2,8.51,0.4624000000000001,0.04878048780487806,-5.999999999999999,7
953,10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,10.54,0.4760999999999999,0.047058823529411764,-8.1,7
954,7.6,0.43,0.4,2.7,0.0819999999999999,6.0,11.0,0.99538,3.44,0.54,12.2,8.03,0.2916,0.052631578947368425,-4.8999999999999995,6
955,8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,8.71,0.4489000000000001,0.0611764705882353,-6.6,5
956,9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,9.36,0.3844,0.05777777777777778,-6.9,6
957,9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,9.87,0.3364,0.05473684210526316,-7.5,6
958,6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,6.970000000000001,0.5041,0.01875,-4.1000000000000005,7
959,8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,8.59,0.3721,0.00625,-6.0,5
960,8.5,0.47,0.27,1.9,0.0579999999999999,18.0,38.0,0.99518,3.16,0.85,11.1,8.97,0.7224999999999999,0.031764705882352945,-6.6,6
961,7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,7.66,0.3844,0.01971830985915493,-5.5,5
962,6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,7.17,0.4760999999999999,0.0030303030303030307,-4.5,5
963,8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,9.07,0.4760999999999999,0.04431818181818182,-6.800000000000001,6
964,8.5,0.47,0.27,1.9,0.0579999999999999,18.0,38.0,0.99518,3.16,0.85,11.1,8.97,0.7224999999999999,0.031764705882352945,-6.6,6
965,8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,8.64,0.7395999999999999,0.048192771084337345,-5.9,6
966,9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,9.38,0.3364,0.04555555555555555,-6.6,7
967,8.5,0.66,0.2,2.1,0.0969999999999999,23.0,113.0,0.99733,3.13,0.48,9.2,9.16,0.2304,0.023529411764705882,-6.4,5
968,9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,9.4,0.36,0.04777777777777778,-6.6,6
969,6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,7.26,0.3721,0.013432835820895522,-3.8000000000000003,5
970,10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,10.66,0.7569,0.04615384615384615,-8.5,6
971,10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,10.66,0.7569,0.04615384615384615,-8.5,6
972,10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,10.48,0.42250000000000004,0.04950495049504951,-7.699999999999999,7
973,8.5,0.34,0.44,1.7,0.079,6.0,12.0,0.99605,3.52,0.63,10.7,8.84,0.39690000000000003,0.05176470588235294,-6.8,5
974,8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,9.13,0.3844,0.046590909090909086,-2.9000000000000004,7
975,7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,7.61,0.27040000000000003,0.041666666666666664,-5.1,5
976,7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,7.61,0.27040000000000003,0.041666666666666664,-5.1,5
977,8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,8.99,0.25,0.03452380952380952,-5.800000000000001,5
978,7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,7.4,0.24009999999999998,0.045714285714285714,-3.4,7
979,12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,12.649999999999999,0.39690000000000003,0.04016393442622951,-10.799999999999999,5
980,9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,9.6,0.5041,0.03296703296703297,-7.199999999999999,6
981,9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,10.36,0.3844,0.02736842105263158,-7.6,5
983,9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,9.6,0.5041,0.03296703296703297,-7.199999999999999,6
984,12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,12.649999999999999,0.39690000000000003,0.04016393442622951,-10.799999999999999,5
985,7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58,11.3,7.98,0.3364,0.0,-5.4,6
986,9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,10.14,0.30250000000000005,0.03979591836734694,-8.4,7
987,7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,7.46,0.25,0.04225352112676056,-5.5,5
988,7.7,0.39,0.12,1.7,0.0969999999999999,19.0,27.0,0.99596,3.16,0.49,9.4,8.09,0.24009999999999998,0.015584415584415583,-6.0,5
989,9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,9.995,0.2601,0.04123711340206186,-8.2,6
990,7.7,0.39,0.12,1.7,0.0969999999999999,19.0,27.0,0.99596,3.16,0.49,9.4,8.09,0.24009999999999998,0.015584415584415583,-6.0,5
991,7.1,0.34,0.28,2.0,0.0819999999999999,31.0,68.0,0.99694,3.45,0.48,9.4,7.4399999999999995,0.2304,0.03943661971830986,-5.1,5
992,6.5,0.4,0.1,2.0,0.076,30.0,47.0,0.99554,3.36,0.48,9.4,6.9,0.2304,0.015384615384615385,-4.5,6
993,7.1,0.34,0.28,2.0,0.0819999999999999,31.0,68.0,0.99694,3.45,0.48,9.4,7.4399999999999995,0.2304,0.03943661971830986,-5.1,5
994,10.0,0.35,0.45,2.5,0.092,20.0,88.0,0.99918,3.15,0.43,9.4,10.35,0.18489999999999998,0.045,-7.5,5
995,7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,8.3,0.3844,0.007792207792207791,-5.7,6
996,5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,6.26,0.39690000000000003,0.0,-3.3999999999999995,7
997,5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,6.26,0.39690000000000003,0.0,-3.3999999999999995,7
998,8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,9.74,0.2304,0.038202247191011236,-7.5,6
999,6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.99162,3.47,0.53,12.9,7.09,0.28090000000000004,0.0,-4.75,6
1000,7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,7.93,0.5184,0.04,-5.3,7
1001,9.9,0.35,0.38,1.5,0.0579999999999999,31.0,47.0,0.99676,3.26,0.82,10.6,10.25,0.6723999999999999,0.03838383838383838,-8.4,7
1002,9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,9.389999999999999,0.7055999999999999,0.03626373626373627,-7.05,7
1003,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7.16,0.30250000000000005,0.047058823529411764,-5.0,7
1004,8.2,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,10.3,8.629999999999999,0.2916,0.03536585365853659,-6.6,5
